review_id,viewer_id,movie_id,rating,review_text,sentiment,review_date
REV0373,VWR0838,MOV055,2,love it,Negative,2025-11-22
REV0374,VWR0065,MOV001,4,ending felt rushed tbh,Positive,2025-11-20
REV0375,VWR1300,MOV005,5,galaxy burn is the best thing ever 💯,Positive,2025-10-22
REV0376,VWR0139,MOV025,1,why is the app crashing?,Negative,2025-01-08
REV0377,VWR1413,MOV001,5,idk why people like this,Positive,2025-03-16
REV0378,VWR0112,MOV021,3,meh,Neutral,2025-12-13
REV0379,VWR1490,MOV045,4,音楽 was good,Positive,2025-12-24
REV0380,VWR0031,MOV035,3,love it,Neutral,2025-04-29
REV0381,VWR0486,MOV015,4,meh,Positive,2025-04-02
REV0382,VWR0979,MOV045,3,why is the app crashing?,Neutral,2025-03-11
REV0383,VWR0773,MOV007,2,THIS SHOW IS INSANE 🔥,Negative,2025-05-10
REV0384,VWR0955,MOV031,5,meh,Positive,2025-10-03
REV0385,VWR0270,MOV003,5,,Positive,2025-06-24
REV0386,VWR0707,MOV021,3,idk why people like this,Neutral,2025-12-03
REV0387,VWR0234,MOV021,1,idk why people like this,Negative,2025-03-14
REV0388,VWR0869,MOV054,3,terrible pacing ngl,Neutral,2025-09-12
REV0389,VWR0834,MOV048,1,idk why people like this,Negative,2025-04-19
REV0390,VWR0519,MOV037,1,THIS SHOW IS INSANE 🔥,Negative,2025-11-03
REV0391,VWR1387,MOV056,1,ending felt rushed tbh,negative,2025-07-25
REV0392,VWR0138,MOV001,5,why is the app crashing?,positive,2025-11-23
REV0393,VWR1003,MOV001,5,meh,Positive,2025-07-06
REV0394,VWR0697,MOV025,1,ending felt rushed tbh,Negative,2025-01-23
REV0395,VWR1438,MOV045,1,love it,Negative,2025-08-16
REV0396,VWR1240,MOV032,4,THIS SHOW IS INSANE 🔥,Positive,2025-03-10
REV0397,VWR0499,MOV054,4,THIS SHOW IS INSANE 🔥,Positive,2025-08-14
REV0398,VWR0923,MOV028,1,idk why people like this,Negative,2025-12-06
REV0399,VWR1419,MOV048,4,meh,positive,2025-06-03
REV0400,VWR0272,MOV055,3,love it,Neutral,2025-10-07
REV0401,VWR0652,MOV025,3,THIS SHOW IS INSANE 🔥,Neutral,2025-01-19
REV0402,VWR0390,MOV042,1,love it,Negative,2025-08-14
REV0403,VWR1046,MOV055,2,idk why people like this,Negative,2025-04-05
REV0404,VWR0117,MOV005,1,meh,Negative,2025-12-04
REV0405,VWR1398,MOV058,4,idk why people like this,Positive,2025-03-11
REV0406,VWR0633,MOV019,1,ending felt rushed tbh,Negative,2025-09-09
REV0407,VWR0564,MOV014,5,音楽 was good,positive,2025-07-23
REV0408,VWR0816,MOV028,4,galaxy burn is the best thing ever 💯,Positive,2025-03-31
REV0409,VWR0898,MOV017,2,THIS SHOW IS INSANE 🔥,Negative,2025-12-18
REV0410,VWR1450,MOV025,3,THIS SHOW IS INSANE 🔥,Neutral,2025-06-13
REV0411,VWR1341,MOV054,1,so good!,Negative,2025-03-29
REV0412,VWR0228,MOV037,2,meh,Negative,2025-03-18
REV0413,VWR0697,MOV019,1,idk why people like this,Negative,2025-09-26
REV0414,VWR0331,MOV001,2,THIS SHOW IS INSANE 🔥,Negative,2025-06-02
REV0415,VWR0593,MOV001,3,音楽 was good,Neutral,2025-10-01
REV0416,VWR0209,MOV038,5,terrible pacing ngl,Positive,2025-02-17
REV0417,VWR0159,MOV037,3,why is the app crashing?,Neutral,2025-11-14
REV0418,VWR1328,MOV059,5,meh,Positive,2025-10-10
REV0419,VWR0401,MOV006,1,so good!,Negative,2025-07-29
REV0420,VWR0971,MOV001,5,THIS SHOW IS INSANE 🔥,Positive,2025-01-16
REV0421,VWR0614,MOV056,3,ending felt rushed tbh,Neutral,2025-10-31
REV0422,VWR1125,MOV047,3,THIS SHOW IS INSANE 🔥,Neutral,2025-08-04
REV0423,VWR1319,MOV016,3,so good!,Neutral,2025-07-03
REV0424,VWR1374,MOV036,1,love it,negative,2025-06-06
REV0425,VWR0961,MOV057,5,ERROR_EXPORT_ROW,Positive,2025-05-10
REV0426,VWR1099,MOV039,3,why is the app crashing?,Neutral,2025-05-27
REV0427,VWR1414,MOV048,5,ending felt rushed tbh,Positive,2025-06-23
REV0428,VWR0396,MOV048,4,terrible pacing ngl,Positive,2025-03-19
REV0429,VWR1386,MOV058,4,meh,Positive,2025-07-21
REV0430,VWR1338,MOV050,4,terrible pacing ngl,Positive,2025-02-16
REV0431,VWR0285,MOV038,1,galaxy burn is the best thing ever 💯,Negative,2025-04-21
REV0432,VWR0006,MOV020,4,subtitles broken again,Positive,2025-07-23
REV0433,VWR0072,MOV056,5,why is the app crashing?,Positive,2025-05-22
REV0434,VWR1079,MOV025,5,#### temp ####,Positive,2025-02-17
REV0435,VWR0500,MOV015,5,idk why people like this,Positive,2025-02-17
REV0436,VWR0479,MOV031,3,so good!,Neutral,2025-07-19
REV0437,VWR0839,MOV059,2,so good!,Negative,2025-02-27
REV0438,VWR0624,MOV036,4,meh,Positive,2025-04-04
REV0439,VWR1078,MOV038,3,love it,Neutral,2025-07-28
REV0440,VWR0265,MOV045,4,why is the app crashing?,Positive,2025-09-11
REV0441,VWR0346,MOV007,2,音楽 was good,Negative,2025-03-15
REV0442,VWR0709,MOV026,2,ending felt rushed tbh,Negative,2025-04-11
REV0443,VWR0473,MOV034,1,idk why people like this,Negative,2025-11-16
REV0444,VWR1121,MOV011,5,subtitles broken again,Positive,2025-05-22
REV0445,VWR1233,MOV029,4,so good!,Positive,2025-07-09
REV0446,VWR1018,MOV009,4,ending felt rushed tbh,Positive,2025-02-05
REV0447,VWR0195,MOV002,3,love it,Neutral,2025-07-20
REV0448,VWR1256,MOV036,4,galaxy burn is the best thing ever 💯,Positive,2025-01-20
REV0449,VWR0228,MOV056,3,subtitles broken again,Neutral,2025-11-01
REV0450,VWR1094,MOV018,5,love it,Positive,2025-05-05
REV0451,VWR1234,MOV022,4,,Positive,2025-02-16
REV0452,VWR1167,MOV057,2,音楽 was good,Negative,2025-04-17
REV0453,VWR1107,MOV024,4,terrible pacing ngl,Positive,2025-07-19
REV0454,VWR0393,MOV048,1,THIS SHOW IS INSANE 🔥,Negative,2025-07-19
REV0455,VWR0358,MOV026,4,,Positive,2025-06-02
REV0456,VWR0090,MOV017,4,,positive,2025-09-23
REV0457,VWR0883,MOV042,5,meh,Positive,2025-07-15
REV0458,VWR1126,MOV057,5,meh,Positive,2025-11-22
REV0459,VWR0756,MOV015,2,why is the app crashing?,Negative,2025-03-25
REV0460,VWR1250,MOV022,2,so good!,Negative,2025-04-14
REV0461,VWR1420,MOV056,3,so good!,Neutral,2025-08-28
REV0462,VWR0943,MOV001,3,ending felt rushed tbh,Neutral,2025-09-30
REV0463,VWR1245,MOV024,1,why is the app crashing?,Negative,2025-10-08
REV0464,VWR0329,MOV025,4,音楽 was good,Positive,2025-02-25
REV0465,VWR0421,MOV035,1,ending felt rushed tbh,Negative,2025-03-17
REV0466,VWR1447,MOV025,1,why is the app crashing?,Negative,2025-02-23
REV0467,VWR0783,MOV032,4,THIS SHOW IS INSANE 🔥,positive,2025-01-30
REV0468,VWR0605,MOV017,2,subtitles broken again,Negative,2025-04-20
REV0469,VWR0276,MOV059,1,音楽 was good,Negative,2025-12-16
REV0470,VWR1389,MOV010,2,terrible pacing ngl,Negative,2025-02-28
REV0471,VWR0252,MOV034,2,THIS SHOW IS INSANE 🔥,Negative,2025-08-28
REV0472,VWR0890,MOV034,2,meh,Negative,2025-11-20
REV0473,VWR1246,MOV042,1,meh,Negative,2025-10-08
REV0474,VWR0192,MOV023,3,so good!,Neutral,2025-03-02
REV0475,VWR0689,MOV035,5,galaxy burn is the best thing ever 💯,Positive,2025-04-25
REV0476,VWR0202,MOV028,5,NaN,Positive,2025-02-12
REV0477,VWR0387,MOV023,2,idk why people like this,Negative,2025-04-19
REV0478,VWR0857,MOV010,4,subtitles broken again,Positive,2025-05-22
REV0479,VWR0492,MOV051,4,love it,Positive,2025-01-22
REV0480,VWR0655,MOV035,4,subtitles broken again,Positive,2025-03-23
REV0481,VWR0634,MOV034,4,so good!,Positive,2025-12-02
REV0482,VWR0961,MOV037,2,love it,Negative,2025-04-18
REV0483,VWR1375,MOV042,5,idk why people like this,Positive,2025-05-28
REV0484,VWR0926,MOV044,1,,Negative,2025-01-06
REV0485,VWR0876,MOV022,1,subtitles broken again,Negative,2025-02-10
REV0486,VWR0457,MOV008,3,love it,Neutral,2025-12-07
REV0487,VWR1225,MOV018,5,idk why people like this,Positive,2025-08-22
REV0488,VWR0206,MOV046,4,ERROR_EXPORT_ROW,Positive,2025-05-13
REV0489,VWR0411,MOV028,3,音楽 was good,Neutral,2025-10-25
REV0490,VWR0675,MOV003,5,ending felt rushed tbh,Positive,2025-02-11
REV0491,VWR1089,MOV044,1,so good!,Negative,2025-02-08
REV0492,VWR0737,MOV014,4,音楽 was good,Positive,2025-03-12
REV0493,VWR0318,MOV016,4,THIS SHOW IS INSANE 🔥,Positive,2025-09-22
REV0494,VWR0767,MOV025,5,why is the app crashing?,Positive,2025-02-02
REV0495,VWR0852,MOV013,4,galaxy burn is the best thing ever 💯,Positive,2025-12-21
REV0496,VWR1359,MOV041,1,subtitles broken again,Negative,2025-11-13
REV0497,VWR1198,MOV025,3,音楽 was good,Neutral,2025-08-19
REV0498,VWR1021,MOV013,3,love it,Neutral,2025-01-03
REV0499,VWR0725,MOV032,3,subtitles broken again,Neutral,2025-04-13
REV0500,VWR0365,MOV035,5,,Positive,2025-12-14
REV0501,VWR1464,MOV012,5,ending felt rushed tbh,Positive,2025-05-21
REV0502,VWR0276,MOV009,2,THIS SHOW IS INSANE 🔥,Negative,2025-06-08
REV0503,VWR0959,MOV043,2,galaxy burn is the best thing ever 💯,Negative,2025-02-14
REV0504,VWR0615,MOV047,3,THIS SHOW IS INSANE 🔥,Neutral,2025-02-07
REV0505,VWR0676,MOV029,1,subtitles broken again,Negative,2025-06-24
REV0506,VWR1081,MOV002,5,why is the app crashing?,Positive,2025-09-29
REV0507,VWR1196,MOV035,4,galaxy burn is the best thing ever 💯,Positive,2025-05-08
REV0508,VWR1364,MOV041,5,galaxy burn is the best thing ever 💯,Positive,2025-04-18
REV0509,VWR1363,MOV037,1,,Negative,2025-11-21
REV0510,VWR0094,MOV045,4,NULL,Positive,2025-12-23
REV0511,VWR0299,MOV022,1,subtitles broken again,Negative,2025-06-08
REV0512,VWR0414,MOV049,4,THIS SHOW IS INSANE 🔥,Positive,2025-03-02
REV0513,VWR0141,MOV018,5,THIS SHOW IS INSANE 🔥,Positive,2025-03-27
REV0514,VWR1323,MOV023,1,so good!,Negative,2025-12-06
REV0515,VWR1280,MOV014,5,THIS SHOW IS INSANE 🔥,Positive,2025-08-07
REV0516,VWR0697,MOV012,1,音楽 was good,Negative,2025-03-29
REV0517,VWR1206,MOV031,3,idk why people like this,Neutral,2025-10-13
REV0518,VWR0947,MOV002,4,why is the app crashing?,Positive,2025-08-01
REV0519,VWR1135,MOV034,2,why is the app crashing?,Negative,2025-10-22
REV0520,VWR0745,MOV002,1,meh,negative,2025-01-25
REV0521,VWR0169,MOV025,1,,Negative,2025-12-13
REV0522,VWR0252,MOV026,4,meh,Positive,2025-06-08
REV0523,VWR0233,MOV025,3,terrible pacing ngl,neutral,2025-01-15
REV0524,VWR1034,MOV019,5,音楽 was good,positive,2025-01-28
REV0525,VWR0941,MOV050,4,THIS SHOW IS INSANE 🔥,Positive,2025-02-03
REV0526,VWR1336,MOV027,2,why is the app crashing?,Negative,2025-07-22
REV0527,VWR0209,MOV049,4,terrible pacing ngl,Positive,2025-09-08
REV0528,VWR0247,MOV057,4,so good!,Positive,2025-11-21
REV0529,VWR0568,MOV001,4,why is the app crashing?,Positive,2025-11-24
REV0530,VWR1361,MOV017,2,meh,Negative,2025-06-19
REV0531,VWR1183,MOV002,3,音楽 was good,Neutral,2025-04-27
REV0532,VWR0981,MOV029,5,meh,Positive,2025-12-06
REV0533,VWR0595,MOV039,2,音楽 was good,Negative,2025-11-02
REV0534,VWR1168,MOV058,1,why is the app crashing?,Negative,2025-01-03
REV0535,VWR0624,MOV046,4,ending felt rushed tbh,Positive,2025-07-28
REV0536,VWR0670,MOV056,3,idk why people like this,Neutral,2025-10-02
REV0537,VWR0866,MOV002,2,terrible pacing ngl,Negative,2025-01-11
REV0538,VWR0298,MOV018,2,why is the app crashing?,Negative,2025-12-14
REV0539,VWR1252,MOV030,5,so good!,Positive,2025-09-11
REV0540,VWR1051,MOV042,4,galaxy burn is the best thing ever 💯,Positive,2025-01-25
REV0541,VWR0908,MOV003,5,THIS SHOW IS INSANE 🔥,Positive,2025-06-26
REV0542,VWR1229,MOV040,1,THIS SHOW IS INSANE 🔥,Negative,2025-05-11
REV0543,VWR0023,MOV004,4,why is the app crashing?,Positive,2025-07-05
REV0544,VWR0748,MOV041,2,galaxy burn is the best thing ever 💯,negative,2025-05-09
REV0545,VWR0815,MOV017,4,why is the app crashing?,Positive,2025-05-28
REV0546,VWR0955,MOV034,1,why is the app crashing?,Negative,2025-02-26
REV0547,VWR0920,MOV053,2,terrible pacing ngl,negative,2025-04-19
REV0548,VWR1470,MOV054,4,galaxy burn is the best thing ever 💯,Positive,2025-09-14
REV0549,VWR1234,MOV005,4,so good!,Positive,2025-02-06
REV0550,VWR0110,MOV030,5,idk why people like this,Positive,2025-05-11
REV0551,VWR0999,MOV043,3,音楽 was good,Neutral,2025-09-10
REV0552,VWR1481,MOV037,4,音楽 was good,Positive,2025-05-19
REV0553,VWR0204,MOV056,1,so good!,Negative,2025-10-12
REV0554,VWR0319,MOV042,3,terrible pacing ngl,Neutral,2025-03-13
REV0555,VWR0019,MOV024,5,love it,Positive,2025-11-03
REV0556,VWR0292,MOV050,4,音楽 was good,Positive,2025-09-15
REV0557,VWR0468,MOV055,2,THIS SHOW IS INSANE 🔥,Negative,2025-07-17
REV0558,VWR0252,MOV051,2,ending felt rushed tbh,Negative,2025-02-12
REV0559,VWR0090,MOV049,4,why is the app crashing?,Positive,2025-01-24
REV0560,VWR0152,MOV055,3,galaxy burn is the best thing ever 💯,Neutral,2025-10-31
REV0561,VWR0829,MOV040,1,terrible pacing ngl,Negative,2025-07-05
REV0562,VWR1274,MOV001,5,ending felt rushed tbh,Positive,2025-09-16
REV0563,VWR0406,MOV058,3,ending felt rushed tbh,Neutral,2025-11-17
REV0564,VWR1267,MOV046,1,ending felt rushed tbh,Negative,2025-03-07
REV0565,VWR1290,MOV058,2,ending felt rushed tbh,Negative,2025-10-26
REV0566,VWR1219,MOV060,1,subtitles broken again,Negative,2025-01-30
REV0567,VWR0163,MOV002,2,ending felt rushed tbh,Negative,2025-04-11
REV0568,VWR1381,MOV001,5,音楽 was good,Positive,2025-10-06
REV0569,VWR0812,MOV020,2,ending felt rushed tbh,Negative,2025-09-20
REV0570,VWR0622,MOV021,1,galaxy burn is the best thing ever 💯,Negative,2025-11-07
REV0571,VWR0098,MOV005,1,terrible pacing ngl,Negative,2025-05-25
REV0572,VWR1414,MOV039,2,subtitles broken again,Negative,2025-05-23
REV0573,VWR0897,MOV060,2,why is the app crashing?,Negative,2025-04-22
REV0574,VWR0498,MOV026,1,meh,Negative,2025-08-24
REV0575,VWR0719,MOV031,1,so good!,Negative,2025-05-19
REV0576,VWR0586,MOV042,5,meh,Positive,2025-09-11
REV0577,VWR1143,MOV002,5,ending felt rushed tbh,Positive,2025-05-30
REV0578,VWR1161,MOV019,4,,Positive,2025-08-19
REV0579,VWR0208,MOV031,3,ending felt rushed tbh,Neutral,2025-03-04
REV0580,VWR0303,MOV027,5,galaxy burn is the best thing ever 💯,Positive,2025-07-17
REV0581,VWR0408,MOV030,3,subtitles broken again,Neutral,2025-01-09
REV0582,VWR1090,MOV019,1,terrible pacing ngl,Negative,2025-11-19
REV0583,VWR1295,MOV018,3,ending felt rushed tbh,Neutral,2026-01-01
REV0584,VWR1055,MOV056,2,why is the app crashing?,Negative,2025-05-04
REV0585,VWR0360,MOV031,2,galaxy burn is the best thing ever 💯,Negative,2025-05-28
REV0586,VWR0977,MOV011,4,idk why people like this,Positive,2025-07-23
REV0587,VWR0471,MOV042,4,love it,Positive,2025-04-26
REV0588,VWR1387,MOV023,5,meh,Positive,2025-07-02
REV0589,VWR0803,MOV027,4,terrible pacing ngl,Positive,2025-11-21
REV0590,VWR0080,MOV023,2,love it,Negative,2025-12-14
REV0591,VWR1281,MOV057,3,idk why people like this,Neutral,2025-05-26
REV0592,VWR0111,MOV014,1,why is the app crashing?,Negative,2025-05-31
REV0593,VWR0623,MOV026,3,terrible pacing ngl,Neutral,2025-05-22
REV0594,VWR1084,MOV029,1,音楽 was good,Negative,2025-01-04
REV0595,VWR1043,MOV022,4,terrible pacing ngl,Positive,2025-03-03
REV0596,VWR1072,MOV027,1,音楽 was good,negative,2025-09-21
REV0597,VWR1109,MOV057,5,ending felt rushed tbh,Positive,2025-12-27
REV0598,VWR0948,MOV018,2,love it,Negative,2025-12-30
REV0599,VWR1190,MOV002,1,idk why people like this,Negative,2025-06-01
REV0600,VWR1335,MOV058,3,ending felt rushed tbh,Neutral,2025-09-11
REV0601,VWR0972,MOV009,1,galaxy burn is the best thing ever 💯,Negative,2025-08-16
REV0602,VWR1223,MOV023,2,音楽 was good,Negative,2025-02-07
REV0603,VWR0782,MOV025,1,terrible pacing ngl,Negative,2025-02-04
REV0604,VWR0816,MOV005,3,galaxy burn is the best thing ever 💯,Neutral,2025-10-30
REV0605,VWR0429,MOV017,5,idk why people like this,Positive,2025-07-08
REV0606,VWR1205,MOV035,2,THIS SHOW IS INSANE 🔥,Negative,2025-05-16
REV0607,VWR0198,MOV043,3,subtitles broken again,Neutral,2025-09-19
REV0608,VWR0969,MOV024,1,terrible pacing ngl,Negative,2025-11-12
REV0609,VWR0510,MOV005,5,love it,Positive,2025-01-27
REV0610,VWR0581,MOV055,3,ending felt rushed tbh,Neutral,2025-11-27
REV0611,VWR0750,MOV035,5,galaxy burn is the best thing ever 💯,Positive,2025-04-10
REV0612,VWR0866,MOV052,1,meh,Negative,2025-03-05
REV0613,VWR0262,MOV029,5,subtitles broken again,Positive,2025-03-25
REV0614,VWR0830,MOV026,3,love it,Neutral,2025-10-09
REV0615,VWR0976,MOV041,4,,Positive,2025-12-04
REV0616,VWR1055,MOV010,1,idk why people like this,Negative,2025-08-28
REV0617,VWR1066,MOV025,2,ending felt rushed tbh,Negative,2025-08-29
REV0618,VWR0199,MOV026,3,why is the app crashing?,Neutral,2025-02-21
REV0619,VWR0282,MOV006,4,galaxy burn is the best thing ever 💯,Positive,2025-08-14
REV0620,VWR0473,MOV012,1,THIS SHOW IS INSANE 🔥,Negative,2025-08-13
REV0621,VWR0887,MOV007,4,ending felt rushed tbh,Positive,2025-07-30
REV0622,VWR0470,MOV038,1,love it,Negative,2025-06-06
REV0623,VWR0200,MOV047,2,THIS SHOW IS INSANE 🔥,Negative,2025-03-03
REV0624,VWR1057,MOV009,1,galaxy burn is the best thing ever 💯,Negative,2025-04-19
REV0625,VWR1486,MOV026,1,love it,Negative,2025-02-18
REV0626,VWR0396,MOV039,2,音楽 was good,Negative,2025-03-04
REV0627,VWR0303,MOV020,3,love it,Neutral,2025-07-29
REV0628,VWR1417,MOV054,2,so good!,Negative,2025-10-15
REV0629,VWR0915,MOV002,1,subtitles broken again,Negative,2025-01-23
REV0630,VWR0840,MOV008,2,idk why people like this,Negative,2025-10-07
REV0631,VWR0258,MOV044,3,love it,Neutral,2025-01-10
REV0632,VWR1031,MOV008,4,why is the app crashing?,positive,2025-04-26
REV0633,VWR1084,MOV001,1,so good!,Negative,2025-08-12
REV0634,VWR0950,MOV021,1,ending felt rushed tbh,Negative,2025-08-10
REV0635,VWR0358,MOV030,1,galaxy burn is the best thing ever 💯,Negative,2025-01-15
REV0636,VWR1241,MOV027,4,subtitles broken again,Positive,2025-05-05
REV0637,VWR0368,MOV053,5,terrible pacing ngl,Positive,2025-03-04
REV0638,VWR0888,MOV051,4,THIS SHOW IS INSANE 🔥,Positive,2025-03-16
REV0639,VWR0115,MOV058,1,love it,Negative,2025-08-09
REV0640,VWR0919,MOV009,5,idk why people like this,Positive,2025-04-05
REV0641,VWR0873,MOV042,3,subtitles broken again,Neutral,2025-11-10
REV0642,VWR0109,MOV055,5,so good!,Positive,2025-10-14
REV0643,VWR0308,MOV003,5,音楽 was good,Positive,2025-03-06
REV0644,VWR1335,MOV009,3,terrible pacing ngl,Neutral,2025-04-02
REV0645,VWR0325,MOV019,2,THIS SHOW IS INSANE 🔥,Negative,2025-08-28
REV0646,VWR1274,MOV037,4,so good!,Positive,2025-06-11
REV0647,VWR0060,MOV033,1,so good!,Negative,2025-11-04
REV0648,VWR0287,MOV032,4,meh,Positive,2025-02-01
REV0649,VWR0653,MOV059,5,ending felt rushed tbh,Positive,2025-06-08
REV0650,VWR0262,MOV025,1,why is the app crashing?,Negative,2025-02-16
REV0651,VWR0456,MOV006,2,galaxy burn is the best thing ever 💯,Negative,2025-08-29
REV0652,VWR0074,MOV050,3,subtitles broken again,Neutral,2025-01-15
REV0653,VWR0549,MOV030,5,idk why people like this,Positive,2025-04-22
REV0654,VWR0003,MOV017,1,terrible pacing ngl,Negative,2025-09-09
REV0655,VWR0441,MOV018,1,meh,Negative,2025-07-22
REV0656,VWR0196,MOV039,5,ending felt rushed tbh,Positive,2025-01-07
REV0657,VWR0365,MOV003,2,meh,Negative,2025-05-17
REV0658,VWR1319,MOV042,3,galaxy burn is the best thing ever 💯,Neutral,2025-12-22
REV0659,VWR0835,MOV027,4,THIS SHOW IS INSANE 🔥,Positive,2025-03-30
REV0660,VWR1232,MOV039,2,meh,Negative,2025-05-12
REV0661,VWR0321,MOV057,5,THIS SHOW IS INSANE 🔥,Positive,2025-01-13
REV0662,VWR1020,MOV012,3,terrible pacing ngl,Neutral,2025-08-13
REV0663,VWR0719,MOV038,1,subtitles broken again,Negative,2025-06-05
REV0664,VWR0721,MOV051,4,subtitles broken again,positive,2025-05-10
REV0665,VWR1453,MOV035,4,subtitles broken again,Positive,2025-02-15
REV0666,VWR0912,MOV034,1,so good!,Negative,2025-12-14
REV0667,VWR1400,MOV017,2,why is the app crashing?,Negative,2025-04-09
REV0668,VWR1347,MOV027,4,ending felt rushed tbh,Positive,2025-07-01
REV0669,VWR0072,MOV005,3,音楽 was good,Neutral,2025-08-25
REV0670,VWR0496,MOV059,2,love it,Negative,2025-03-09
REV0671,VWR0396,MOV041,5,音楽 was good,Positive,2025-12-30
REV0672,VWR0257,MOV013,5,meh,positive,2025-12-22
REV0673,VWR0186,MOV001,1,terrible pacing ngl,Negative,2025-09-15
REV0674,VWR1273,MOV036,2,idk why people like this,Negative,2025-01-17
REV0675,VWR0120,MOV018,5,love it,Positive,2025-04-19
REV0676,VWR1269,MOV055,2,idk why people like this,Negative,2025-08-10
REV0677,VWR0929,MOV011,1,idk why people like this,Negative,2025-08-12
REV0678,VWR0860,MOV023,1,meh,Negative,2025-04-29
REV0679,VWR0563,MOV034,3,音楽 was good,Neutral,2025-05-20
REV0680,VWR0746,MOV024,1,so good!,Negative,2025-12-22
REV0681,VWR0785,MOV006,5,ending felt rushed tbh,positive,2025-06-17
REV0682,VWR0336,MOV042,4,NaN,Positive,2025-05-31
REV0683,VWR0750,MOV055,4,idk why people like this,Positive,2025-07-24
REV0684,VWR0990,MOV003,1,NULL,Negative,2025-06-26
REV0685,VWR1477,MOV007,4,meh,Positive,2025-11-01
REV0686,VWR1086,MOV036,5,galaxy burn is the best thing ever 💯,Positive,2025-02-24
REV0687,VWR1363,MOV030,2,so good!,Negative,2025-07-10
REV0688,VWR0633,MOV004,5,subtitles broken again,Positive,2025-12-03
REV0689,VWR0830,MOV051,3,THIS SHOW IS INSANE 🔥,Neutral,2025-08-28
REV0690,VWR0302,MOV046,1,音楽 was good,Negative,2025-10-26
REV0691,VWR1399,MOV039,5,subtitles broken again,Positive,2025-07-20
REV0692,VWR1139,MOV012,3,NaN,Neutral,2025-08-23
REV0693,VWR0018,MOV044,2,idk why people like this,Negative,2025-07-18
REV0694,VWR0159,MOV044,1,love it,Negative,2025-02-25
REV0695,VWR0093,MOV048,4,love it,Positive,2025-08-20
REV0696,VWR0999,MOV052,3,idk why people like this,Neutral,2025-02-11
REV0697,VWR1024,MOV023,3,subtitles broken again,Neutral,2025-02-15
REV0698,VWR0546,MOV040,4,THIS SHOW IS INSANE 🔥,Positive,2025-12-11
REV0699,VWR0048,MOV044,3,why is the app crashing?,Neutral,2025-01-24
REV0700,VWR1428,MOV056,5,terrible pacing ngl,Positive,2025-01-23
REV0701,VWR0898,MOV024,4,音楽 was good,Positive,2025-12-05
REV0702,VWR0723,MOV024,5,THIS SHOW IS INSANE 🔥,Positive,2025-06-29
REV0703,VWR0218,MOV024,3,ending felt rushed tbh,Neutral,2025-06-09
REV0704,VWR0713,MOV037,2,subtitles broken again,Negative,2025-11-04
REV0705,VWR0484,MOV040,3,subtitles broken again,Neutral,2025-08-01
REV0706,VWR0607,MOV014,5,subtitles broken again,Positive,2025-02-09
REV0707,VWR0818,MOV020,2,subtitles broken again,Negative,2025-03-16
REV0708,VWR1149,MOV011,4,音楽 was good,Positive,2025-08-09
REV0709,VWR0222,MOV001,3,love it,Neutral,2025-01-30
REV0710,VWR0480,MOV025,1,ending felt rushed tbh,Negative,2025-11-20
REV0711,VWR1319,MOV001,2,love it,Negative,2025-03-16
REV0712,VWR1412,MOV047,2,meh,Negative,2025-02-13
REV0713,VWR0155,MOV016,2,THIS SHOW IS INSANE 🔥,Negative,2025-03-16
REV0714,VWR0636,MOV015,4,音楽 was good,Positive,2025-08-26
REV0715,VWR0607,MOV016,1,meh,Negative,2025-12-02
REV0716,VWR0759,MOV030,5,so good!,Positive,2025-03-27
REV0717,VWR1182,MOV055,1,terrible pacing ngl,Negative,2025-06-15
REV0718,VWR0536,MOV027,4,why is the app crashing?,Positive,2025-09-15
REV0719,VWR0545,MOV035,3,so good!,Neutral,2025-06-28
REV0720,VWR1014,MOV057,4,ending felt rushed tbh,Positive,2025-07-28
REV0721,VWR0374,MOV028,2,terrible pacing ngl,Negative,2025-03-29
REV0722,VWR0359,MOV030,1,so good!,Negative,2025-09-07
REV0723,VWR0818,MOV017,3,ending felt rushed tbh,Neutral,2025-07-25
REV0724,VWR0737,MOV029,4,idk why people like this,Positive,2025-05-28
REV0725,VWR0118,MOV020,1,subtitles broken again,Negative,2025-01-16
REV0726,VWR0880,MOV033,5,why is the app crashing?,Positive,2025-01-09
REV0727,VWR1433,MOV018,1,音楽 was good,negative,2025-03-26
REV0728,VWR0116,MOV019,2,idk why people like this,Negative,2025-10-09
REV0729,VWR1275,MOV033,3,idk why people like this,Neutral,2025-10-08
REV0730,VWR1382,MOV003,3,meh,neutral,2025-01-15
REV0731,VWR1292,MOV005,4,ending felt rushed tbh,Positive,2025-09-25
REV0732,VWR0663,MOV038,5,galaxy burn is the best thing ever 💯,Positive,2025-07-21
REV0733,VWR0454,MOV046,4,idk why people like this,Positive,2025-05-14
REV0734,VWR0533,MOV040,2,meh,Negative,2025-10-19
REV0735,VWR0575,MOV034,1,ending felt rushed tbh,Negative,2025-11-12
REV0736,VWR1225,MOV001,1,ending felt rushed tbh,Negative,2025-06-15
REV0737,VWR0733,MOV007,2,ending felt rushed tbh,Negative,2025-01-22
REV0738,VWR0253,MOV015,2,terrible pacing ngl,Negative,2025-08-12
REV0739,VWR1055,MOV036,1,why is the app crashing?,Negative,2025-09-11
REV0740,VWR0695,MOV011,1,,Negative,2025-05-14
REV0741,VWR0742,MOV020,3,galaxy burn is the best thing ever 💯,Neutral,2025-10-26
REV0742,VWR1016,MOV031,5,音楽 was good,Positive,2025-09-11
