activity_id,viewer_id,movie_id,watch_date,watch_minutes,completion_rate,device_used
ACT01396,VWR0422,MOV045,2025-05-17 22:13:00,97,81,web
ACT01397,VWR1017,MOV028,2025-05-04 20:15:00,150,999,Mobile
ACT01398,VWR0448,MOV043,2025-06-19 22:46:00,67,56,smart tv
ACT01399,VWR0010,MOV057,2025-02-27 18:39:00,99,83,SmartTV
ACT01400,VWR0794,MOV004,2025-12-07 00:36:00,96,80,iPhone
ACT01401,VWR1026,MOV024,2025-05-16 20:13:00,118,99,android
ACT01402,VWR0211,MOV049,2025-01-17 19:06:00,85,71,Desktop
ACT01403,VWR0406,MOV013,2025-04-27 21:39:00,64,54,smart tv
ACT01404,VWR1225,MOV001,2025-04-17 04:26:00,115,96,iPhone
ACT01405,VWR1249,MOV036,2025-03-04 03:12:00,19,16,Desktop
ACT01406,VWR0223,MOV015,2025-08-30 02:03:00,103,86,iPhone
ACT01407,VWR0644,MOV034,2025-12-28 04:04:00,102,85,web
ACT01408,VWR1171,MOV018,2025-11-26 14:46:00,25,21,smart tv
ACT01409,VWR0350,MOV004,2025-05-02 07:59:00,99,83,iPhone
ACT01410,VWR1393,MOV049,2025-09-07 22:39:00,84,70,web
ACT01411,VWR0306,MOV033,2025-04-20 11:53:00,44,37,iPhone
ACT01412,VWR1419,MOV027,2025-01-19 15:37:00,112,94,iphone
ACT01413,VWR0852,MOV001,2025-10-27 12:39:00,46,39,Desktop
ACT01414,VWR0432,MOV009,2025-07-23 15:13:00,66,55,iphone
ACT01415,VWR0620,MOV026,2025-10-01 10:56:00,48,40,Desktop
ACT01416,VWR0047,MOV038,2025-06-02 17:36:00,98,82,android
ACT01417,VWR0851,MOV021,2025-02-09 19:35:00,91,76,android
ACT01418,VWR0715,,2025-02-09 21:31:00,45,38,Desktop
ACT01419,VWR0675,MOV011,2025-08-29 08:10:00,116,97,iPhone
ACT01420,VWR1232,MOV049,2025-05-21 09:59:00,38,32,SmartTV
ACT01421,VWR0771,MOV013,2025-06-10 21:44:00,100,84,iPhone
ACT01422,VWR0929,MOV045,2025-10-13 02:26:00,99,83,iPhone
ACT01423,VWR1412,MOV027,2025-03-25 20:31:00,38,32,iphone
ACT01424,VWR1403,MOV001,2025-06-14 02:17:00,28,24,smart tv
ACT01425,VWR0419,MOV002,2025-10-03 19:57:00,104,87,smart tv
ACT01426,VWR0356,MOV006,2025-04-08 21:53:00,117,98,iPhone
ACT01427,VWR0159,MOV015,2025-05-30 19:32:00,110,92,android
ACT01428,VWR0717,MOV028,2025-11-30 03:58:00,116,97,Desktop
ACT01429,VWR0980,MOV053,2025-08-27 23:26:00,103,86,Desktop
ACT01430,VWR0800,MOV024,2025-04-23 16:14:00,97,81,android
ACT01431,VWR0695,MOV004,2025-03-20 07:24:00,114,95,Desktop
ACT01432,VWR0579,MOV048,2025-12-03 19:09:00,12,10,Mobile
ACT01433,VWR0654,MOV004,2025-06-15 22:01:00,100,84,web
ACT01434,VWR0824,MOV033,2025-04-28 22:56:00,80,67,web
ACT01435,VWR1146,MOV030,2025-11-19 07:17:00,42,35,iPhone
ACT01436,VWR1066,MOV048,2025-11-11 03:35:00,81,68,SmartTV
ACT01437,VWR0618,MOV006,2025-08-13 23:23:00,82,69,Desktop
ACT01438,VWR1330,MOV001,2025-01-31 07:34:00,116,97,smart tv
ACT01439,VWR0330,MOV049,2025-12-07 02:17:00,111,93,Desktop
ACT01440,VWR0850,MOV038,2025-06-08 07:40:00,118,99,Desktop
ACT01441,VWR1439,MOV052,2025-01-27 20:54:00,106,89,iphone
ACT01442,VWR0264,MOV038,2025-12-17 20:52:00,112,94,Mobile
ACT01443,VWR0345,MOV023,2025-04-28 19:45:00,50,42,iphone
ACT01444,VWR0067,MOV030,2025-09-06 08:25:00,73,61,smart tv
ACT01445,VWR0301,MOV037,2025-03-29 12:18:00,76,64,SmartTV
ACT01446,VWR0752,MOV011,2025-12-23 03:01:00,87,73,Mobile
ACT01447,VWR0137,MOV047,2025-11-11 03:15:00,116,97,web
ACT01448,VWR0350,MOV049,2025-12-23 03:15:00,12,10,web
ACT01449,VWR0125,MOV026,2025-01-21 13:28:00,108,90,web
ACT01450,VWR0520,MOV015,2025-01-13 18:34:00,115,96,web
ACT01451,VWR0240,MOV017,2025-10-02 23:34:00,54,45,web
ACT01452,VWR1382,MOV058,2025-09-09 23:50:00,40,34,SmartTV
ACT01453,VWR0693,MOV012,2025-10-02 18:15:00,97,81,Desktop
ACT01454,VWR0698,MOV018,2025-04-16 23:58:00,99,83,Mobile
ACT01455,VWR0904,MOV018,2025-05-19 01:17:00,32,27,android
ACT01456,VWR1478,MOV020,2025-06-22 18:31:00,16,14,web
ACT01457,VWR0479,MOV020,2025-10-11 21:34:00,103,86,android
ACT01458,VWR0071,MOV046,2025-08-03 01:16:00,86,72,Mobile
ACT01459,VWR0230,MOV023,2025-09-23 23:47:00,37,31,SmartTV
ACT01460,VWR1184,MOV056,2025-01-07 05:46:00,115,96,android
ACT01461,VWR1092,,2025-08-02 22:18:00,109,91,iPhone
ACT01462,VWR1285,MOV046,2025-09-01 18:32:00,72,60,iphone
ACT01463,VWR1007,MOV002,2025-07-07 23:26:00,114,95,iphone
ACT01464,VWR0794,MOV018,2025-05-18 00:42:00,108,90,iPhone
ACT01465,VWR0925,MOV006,2025-09-13 19:49:00,111,93,iphone
ACT01466,VWR0694,MOV024,2025-08-07 22:39:00,37,31,SmartTV
ACT01467,VWR0452,MOV025,2025-04-15 03:51:00,44,37,web
ACT01468,VWR1209,MOV050,2025-08-25 18:55:00,37,31,iPhone
ACT01469,VWR0124,MOV016,2025-09-23 22:06:00,57,48,web
ACT01470,VWR1388,MOV020,2025-06-28 18:30:00,61,51,Desktop
ACT01471,VWR0919,MOV009,2025-12-09 15:12:00,91,76,iPhone
ACT01472,VWR0836,MOV042,2025-06-05 05:15:00,61,51,Mobile
ACT01473,VWR1300,MOV057,2025-12-05 11:43:00,48,40,Desktop
ACT01474,VWR0019,MOV060,2025-03-22 19:53:00,19,16,smart tv
ACT01475,VWR1308,MOV057,2025-11-06 22:14:00,45,38,smart tv
ACT01476,VWR0563,MOV025,2025-07-06 13:51:00,109,91,android
ACT01477,VWR1176,MOV055,2025-11-12 08:04:00,46,39,SmartTV
ACT01478,VWR1248,MOV003,2025-02-11 21:13:00,110,92,web
ACT01479,VWR0174,,2025-08-25 21:21:00,20,17,web
ACT01480,VWR1262,MOV049,2025-11-26 21:56:00,109,91,SmartTV
ACT01481,VWR0430,MOV024,2025-04-06 21:25:00,18,15,android
ACT01482,VWR0938,MOV012,2025-04-28 18:36:00,50,42,smart tv
ACT01482,VWR1498,MOV038,2025-08-24 10:55:00,114,95,Mobile
ACT01483,VWR0174,MOV012,2025-10-16 20:27:00,36,30,web
ACT01484,VWR0903,MOV033,2025-10-01 04:36:00,96,80,smart tv
ACT01485,VWR0708,MOV021,2025-01-09 21:01:00,16,14,smart tv
ACT01486,VWR1307,MOV015,2025-04-23 04:05:00,45,38,iPhone
ACT01487,VWR1032,MOV043,2025-07-06 23:16:00,104,87,Desktop
ACT01488,VWR0967,MOV033,2025-07-21 03:01:00,22,19,iphone
ACT01489,VWR0176,MOV056,2025-10-16 21:22:00,109,91,iphone
ACT01490,VWR0122,MOV044,2025-03-08 20:22:00,97,81,iphone
ACT01491,VWR0062,MOV052,2025-10-14 02:07:00,63,53,smart tv
ACT01492,VWR0438,MOV056,2025-07-01 20:05:00,61,51,iPhone
ACT01493,VWR0372,MOV025,2025-05-10 18:34:00,120,100,Mobile
ACT01494,VWR0442,MOV015,2025-05-28 12:34:00,109,91,iphone
ACT01495,VWR1276,MOV011,2025-04-01 21:18:00,44,37,iphone
ACT01496,VWR1184,MOV058,2025-02-19 01:27:00,150,999,Desktop
ACT01497,VWR0732,MOV055,2025-10-01 20:56:00,91,76,iphone
ACT01498,VWR1079,MOV028,2025-08-01 03:09:00,99,83,web
ACT01499,VWR0373,MOV048,2025-03-03 20:18:00,13,11,android
ACT01500,VWR0279,MOV017,2025-06-18 23:51:00,104,87,iphone
ACT01501,VWR0572,MOV011,2025-12-11 19:43:00,13,11,smart tv
ACT01502,VWR0474,MOV004,2025-10-10 20:53:00,96,80,Desktop
ACT01503,VWR1058,MOV032,2025-10-02 22:45:00,26,22,iPhone
ACT01503,VWR1022,MOV038,2025-04-02 23:35:00,99,83,Mobile
ACT01504,VWR0793,MOV058,2025-01-15 21:40:00,81,68,iPhone
ACT01505,VWR1102,MOV058,2025-05-09 22:25:00,112,94,smart tv
ACT01506,VWR0558,MOV038,2025-02-26 23:15:00,104,87,iPhone
ACT01507,VWR0923,MOV020,2025-09-04 03:08:00,111,93,SmartTV
ACT01508,VWR1186,MOV033,2025-01-24 23:40:00,39,33,android
ACT01509,VWR1177,MOV001,2025-05-17 19:53:00,102,85,iphone
ACT01510,VWR1444,MOV018,2025-05-31 19:31:00,117,98,SmartTV
ACT01511,VWR1479,MOV038,2025-12-31 13:48:00,112,94,iPhone
ACT01512,VWR1381,MOV022,2025-06-01 09:39:00,75,63,web
ACT01513,VWR1369,MOV028,2025-12-13 23:51:00,103,86,Desktop
ACT01514,VWR0755,MOV035,2025-12-07 17:55:00,100,84,web
ACT01515,VWR1299,MOV045,2025-12-28 19:01:00,100,84,SmartTV
ACT01516,VWR0454,MOV060,2025-12-06 03:42:00,98,82,web
ACT01517,VWR1269,,2025-04-05 06:33:00,70,59,SmartTV
ACT01518,VWR1217,MOV012,2025-09-26 21:01:00,110,92,SmartTV
ACT01519,VWR1399,MOV018,2025-04-29 07:48:00,32,27,SmartTV
ACT01520,VWR0689,MOV001,2025-11-15 18:08:00,118,99,web
ACT01521,VWR0834,MOV060,2025-01-25 03:28:00,51,43,iphone
ACT01522,VWR0104,MOV052,2025-02-02 07:33:00,63,53,Mobile
ACT01523,VWR0598,MOV005,2025-11-22 18:14:00,116,97,iphone
ACT01524,VWR0178,MOV040,2025-04-12 21:01:00,13,11,SmartTV
ACT01525,VWR0585,MOV025,2025-05-06 20:32:00,117,98,web
ACT01526,VWR0207,MOV013,2025-12-12 21:28:00,100,84,SmartTV
ACT01527,VWR0206,MOV029,2025-03-14 21:00:00,42,35,Mobile
ACT01528,VWR1134,MOV029,2025-10-13 22:46:00,96,80,iphone
ACT01529,VWR0803,MOV004,2025-02-15 00:18:00,105,88,android
ACT01530,VWR0108,MOV014,2025-03-03 13:55:00,15,13,iphone
ACT01531,VWR0602,MOV001,2025-03-03 17:08:00,97,81,android
ACT01532,VWR0368,MOV011,2025-01-06 18:05:00,54,45,SmartTV
ACT01533,VWR0467,MOV028,2025-11-26 21:10:00,55,46,SmartTV
ACT01534,VWR0212,MOV049,2025-08-11 22:41:00,120,100,android
ACT01535,VWR0877,MOV011,2025-12-07 14:29:00,45,38,iPhone
ACT01536,VWR0314,MOV001,2025-10-05 19:47:00,116,97,Mobile
ACT01537,VWR0504,MOV048,2025-01-30 20:31:00,74,62,iPhone
ACT01538,VWR1292,MOV048,2025-01-19 21:12:00,100,84,smart tv
ACT01539,VWR0854,MOV043,2025-05-26 10:14:00,66,55,iphone
ACT01540,VWR0901,MOV017,2025-03-24 19:58:00,112,94,Mobile
ACT01541,VWR1416,MOV012,2025-01-14 00:21:00,120,100,android
ACT01542,VWR0749,MOV040,2025-03-31 00:02:00,44,37,iPhone
ACT01543,VWR0106,MOV049,2025-01-08 18:06:00,117,98,iPhone
ACT01544,VWR1270,MOV035,2025-05-14 02:49:00,97,81,web
ACT01545,VWR1305,MOV050,2025-01-04 19:10:00,114,95,android
ACT01546,VWR1034,MOV018,2025-06-05 15:19:00,115,96,android
ACT01547,VWR0339,MOV001,2025-05-10 09:14:00,34,29,android
ACT01548,VWR1224,MOV046,2025-08-19 18:57:00,106,89,iPhone
ACT01549,VWR0694,MOV017,2025-07-17 09:04:00,100,84,smart tv
ACT01550,VWR0521,MOV018,2025-06-17 19:00:00,109,91,smart tv
ACT01551,VWR0621,MOV047,2025-08-14 20:34:00,150,999,smart tv
ACT01552,VWR0325,MOV039,2025-12-24 18:31:00,28,24,iPhone
ACT01553,VWR1430,MOV060,2025-01-29 08:21:00,102,85,iphone
ACT01554,VWR0880,MOV023,2025-07-02 22:49:00,105,88,android
ACT01555,VWR0669,MOV010,2025-03-31 22:03:00,98,82,Desktop
ACT01556,VWR0745,MOV018,2025-08-19 02:08:00,99,83,SmartTV
ACT01557,VWR1350,MOV016,2025-01-17 20:26:00,43,36,iPhone
ACT01558,VWR0010,MOV021,2025-09-08 18:12:00,92,77,iphone
ACT01559,VWR0217,,2025-05-14 21:24:00,62,52,SmartTV
ACT01560,VWR0094,MOV047,2025-12-14 10:56:00,150,105,web
ACT01561,VWR1400,MOV006,2025-07-23 18:20:00,109,91,smart tv
ACT01562,VWR1302,MOV058,2025-01-15 18:33:00,15,13,android
ACT01563,VWR0688,MOV019,2025-12-04 01:01:00,109,91,iphone
ACT01564,VWR0326,MOV002,2025-12-19 22:07:00,19,16,iPhone
ACT01565,VWR0458,MOV040,2025-09-08 18:37:00,57,48,web
ACT01565,VWR1333,MOV013,2025-12-08 20:39:00,49,41,iphone
ACT01566,VWR0909,MOV044,2025-06-05 14:57:00,97,81,web
ACT01567,VWR0961,MOV028,2025-06-04 05:37:00,108,90,iphone
ACT01568,VWR0273,MOV014,2025-06-10 00:29:00,79,66,iPhone
ACT01569,VWR0035,MOV015,2025-03-19 21:17:00,33,28,smart tv
ACT01570,VWR0956,MOV013,2025-04-16 23:36:00,31,26,Mobile
ACT01571,VWR0461,MOV045,2025-04-17 22:46:00,120,100,web
ACT01572,VWR0794,MOV050,2025-03-17 15:29:00,97,81,smart tv
ACT01573,VWR0810,MOV028,2025-05-03 22:34:00,57,48,iphone
ACT01574,VWR0398,MOV015,2025-11-23 22:37:00,115,96,Desktop
ACT01575,VWR1181,MOV049,2025-03-10 20:19:00,14,12,web
ACT01576,VWR0284,MOV038,2025-01-10 10:14:00,112,94,SmartTV
ACT01577,VWR0073,MOV028,2025-02-14 21:51:00,56,47,Desktop
ACT01578,VWR0931,MOV002,2025-05-23 23:40:00,109,91,web
ACT01579,VWR0952,MOV010,2025-12-23 18:52:00,57,48,iPhone
ACT01580,VWR0076,MOV038,2025-05-07 00:22:00,98,82,web
ACT01581,VWR1392,MOV045,2025-03-31 04:01:00,116,97,Mobile
ACT01582,VWR1045,MOV048,2025-06-21 04:41:00,103,86,iphone
ACT01583,VWR0517,MOV012,2025-04-10 09:50:00,12,10,web
ACT01584,VWR1360,MOV049,2025-08-08 23:18:00,79,66,iphone
ACT01585,VWR1293,MOV004,2025-01-24 15:02:00,103,86,iphone
ACT01586,VWR0637,MOV027,2025-08-23 02:47:00,102,85,Desktop
ACT01587,VWR1496,MOV060,2025-04-24 21:02:00,98,82,web
ACT01588,VWR0506,MOV024,2025-03-03 19:00:00,111,93,iphone
ACT01589,VWR0628,MOV058,2025-04-14 00:00:00,100,84,Desktop
ACT01590,VWR0542,MOV002,2025-09-20 23:30:00,68,57,iPhone
ACT01591,VWR0561,MOV014,2025-06-01 23:01:00,103,86,Mobile
ACT01592,VWR0605,MOV012,2025-03-22 03:02:00,37,31,SmartTV
ACT01593,VWR1172,MOV033,2025-10-11 10:21:00,78,65,iPhone
ACT01594,VWR0607,MOV049,2025-10-30 23:03:00,108,90,iPhone
ACT01595,VWR0763,MOV045,2025-04-03 00:50:00,48,40,android
ACT01596,VWR1019,MOV003,2025-10-26 04:39:00,120,100,Mobile
ACT01597,VWR0741,MOV010,2025-01-18 00:57:00,104,87,SmartTV
ACT01598,VWR0694,MOV044,2025-11-29 22:22:00,54,45,iPhone
ACT01599,VWR1408,MOV024,2025-01-26 14:14:00,19,16,SmartTV
ACT01600,VWR0970,MOV034,2025-05-30 02:31:00,99,83,Desktop
ACT01601,VWR1051,MOV060,2025-11-19 15:45:00,24,20,web
ACT01602,VWR0138,MOV055,2025-09-19 14:50:00,30,25,iphone
ACT01603,VWR1438,MOV017,2025-09-21 19:23:00,33,28,web
ACT01604,VWR1026,MOV034,2025-09-15 18:53:00,100,84,Desktop
ACT01605,VWR1252,MOV033,2025-09-28 21:38:00,39,33,android
ACT01606,VWR1126,MOV038,2025-04-17 21:29:00,116,97,iPhone
ACT01607,VWR0899,MOV045,2025-03-19 02:21:00,114,95,android
ACT01608,VWR0013,MOV053,2025-04-04 08:54:00,120,100,android
ACT01609,VWR1184,MOV012,2025-11-18 22:04:00,57,48,iPhone
ACT01610,VWR0396,MOV023,2025-06-06 19:27:00,52,44,Mobile
ACT01611,VWR1240,MOV040,2025-07-07 09:35:00,19,16,Mobile
ACT01612,VWR0481,MOV035,2025-06-01 01:29:00,74,62,Mobile
ACT01613,VWR0604,MOV050,2025-10-24 06:16:00,40,34,android
ACT01614,VWR0608,MOV018,2025-02-27 23:04:00,76,64,Desktop
ACT01615,VWR0733,MOV031,2025-05-05 16:38:00,73,61,iPhone
ACT01615,VWR1489,MOV022,2025-09-11 23:10:00,69,58,smart tv
ACT01616,VWR0862,MOV027,2025-02-16 02:42:00,115,96,web
ACT01617,VWR0087,MOV018,2025-08-06 03:43:00,98,82,Mobile
ACT01618,VWR0971,MOV034,2025-03-18 18:26:00,13,11,Desktop
ACT01619,VWR0764,MOV001,2025-09-16 04:01:00,111,93,iPhone
ACT01620,VWR0904,MOV058,2025-01-27 21:47:00,22,19,web
ACT01621,VWR0440,MOV036,2025-05-24 18:02:00,24,20,smart tv
ACT01622,VWR0480,MOV056,2025-05-25 19:28:00,110,92,Mobile
ACT01623,VWR0690,MOV018,2025-07-26 05:42:00,102,85,android
ACT01624,VWR0190,MOV052,2025-01-11 10:27:00,69,58,Mobile
ACT01625,VWR0942,MOV001,2025-04-12 20:35:00,42,35,Desktop
ACT01626,VWR1201,MOV050,2025-11-25 13:30:00,120,100,android
ACT01627,VWR1027,MOV060,2025-08-24 22:53:00,100,84,Mobile
ACT01628,VWR0261,MOV016,2025-11-06 18:28:00,96,80,SmartTV
ACT01629,VWR0261,MOV034,2025-11-08 19:19:00,102,85,smart tv
ACT01630,VWR0976,MOV027,2025-10-03 18:37:00,60,50,Desktop
ACT01631,VWR1220,MOV050,2025-08-17 22:12:00,110,92,web
ACT01632,VWR0922,MOV025,2025-09-25 20:54:00,72,60,android
ACT01633,VWR0447,MOV034,2025-10-17 19:02:00,51,43,Mobile
ACT01634,VWR0646,MOV027,2025-07-28 01:07:00,104,87,android
ACT01635,VWR1085,MOV058,2025-03-24 21:07:00,88,74,Mobile
ACT01636,VWR1313,MOV019,2025-09-25 23:50:00,70,59,iphone
ACT01637,VWR0888,MOV001,2025-06-14 22:10:00,70,59,iphone
ACT01638,VWR0647,MOV049,2025-04-08 20:25:00,106,89,smart tv
ACT01639,VWR1485,MOV050,2025-05-02 21:08:00,118,99,SmartTV
ACT01640,VWR0032,MOV028,2025-10-10 05:21:00,102,85,Mobile
ACT01641,VWR0764,MOV045,2025-01-02 18:43:00,100,84,iPhone
ACT01642,VWR0081,MOV013,2025-08-21 02:08:00,120,100,iphone
ACT01643,VWR1322,MOV031,2025-04-08 18:38:00,61,51,android
ACT01644,VWR0351,MOV046,2025-06-25 02:12:00,39,33,SmartTV
ACT01645,VWR0590,MOV002,2025-06-27 19:22:00,100,84,smart tv
ACT01646,VWR0067,,2025-10-26 08:08:00,78,65,iPhone
ACT01647,VWR0759,MOV030,2025-10-27 21:21:00,74,62,android
ACT01648,VWR0119,,2025-10-26 04:15:00,120,100,SmartTV
ACT01649,VWR1026,MOV007,2025-08-19 23:07:00,80,67,SmartTV
ACT01650,VWR1443,MOV050,2025-01-27 23:40:00,106,89,SmartTV
ACT01651,VWR1289,MOV010,2025-10-23 23:50:00,111,93,android
ACT01652,VWR1391,MOV034,2025-04-11 21:04:00,36,30,Mobile
ACT01653,VWR0751,MOV011,2025-07-03 21:54:00,72,60,web
ACT01654,VWR0148,MOV003,2025-09-22 20:34:00,42,35,iPhone
ACT01655,VWR0643,MOV013,2025-07-07 19:55:00,20,17,iphone
ACT01656,VWR0090,MOV014,2025-05-19 04:37:00,76,64,Mobile
ACT01657,VWR0752,MOV011,2025-11-24 22:19:00,150,-10,smart tv
ACT01658,VWR0577,MOV034,2025-04-13 23:36:00,111,93,Mobile
ACT01659,VWR1197,MOV041,2025-11-17 23:36:00,31,26,web
ACT01660,VWR0119,MOV025,2025-05-12 22:21:00,57,48,android
ACT01661,VWR1280,MOV040,2025-09-06 19:00:00,68,57,iphone
ACT01662,VWR1181,MOV048,2025-03-24 19:10:00,64,54,iPhone
ACT01663,VWR1160,MOV053,2025-08-13 01:27:00,55,46,SmartTV
ACT01664,VWR0540,MOV004,2025-06-15 18:52:00,93,78,iPhone
ACT01665,VWR0018,MOV010,2025-12-18 08:14:00,114,95,Mobile
ACT01666,VWR0251,MOV026,2025-02-13 01:56:00,103,86,iPhone
ACT01667,VWR1060,MOV053,2025-05-05 05:44:00,120,100,web
ACT01668,VWR1128,MOV004,2025-02-23 18:19:00,120,100,smart tv
ACT01669,VWR0620,MOV055,2025-03-18 02:57:00,116,97,iphone
ACT01670,VWR0646,MOV059,2025-08-29 23:33:00,98,82,Desktop
ACT01671,VWR0609,MOV012,2025-07-20 19:41:00,102,85,android
ACT01672,VWR0710,MOV006,2025-08-22 03:24:00,63,53,web
ACT01673,VWR0528,MOV013,2025-01-15 22:57:00,24,20,android
ACT01674,VWR0574,MOV037,2025-11-13 20:50:00,81,68,Mobile
ACT01675,VWR1347,MOV034,2025-01-24 04:35:00,36,30,Desktop
ACT01676,VWR0768,MOV047,2025-08-29 21:43:00,13,11,smart tv
ACT01677,VWR1110,MOV027,2025-11-22 20:07:00,116,97,SmartTV
ACT01678,VWR1451,MOV030,2025-07-10 02:18:00,75,63,iPhone
ACT01679,VWR0181,MOV010,2025-11-22 07:31:00,52,44,android
ACT01680,VWR0444,MOV031,2025-12-17 18:07:00,85,71,android
ACT01681,VWR1429,MOV006,2025-12-08 20:41:00,111,93,Mobile
ACT01682,VWR0840,MOV055,2025-01-12 22:50:00,42,35,Desktop
ACT01683,VWR1263,MOV056,2025-04-12 19:36:00,64,54,Mobile
ACT01684,VWR0098,MOV028,2025-01-16 18:05:00,14,12,android
ACT01685,VWR0499,MOV034,2025-08-03 03:06:00,84,70,Desktop
ACT01686,VWR0775,MOV030,2025-10-02 18:45:00,108,90,iPhone
ACT01687,VWR0190,MOV020,2025-10-26 18:11:00,14,12,Desktop
ACT01688,VWR0933,MOV050,2025-03-14 20:43:00,96,80,smart tv
ACT01689,VWR1457,MOV009,2025-02-06 23:21:00,45,38,SmartTV
ACT01690,VWR0325,MOV001,2025-03-30 16:37:00,98,82,iphone
ACT01691,VWR1172,MOV054,2025-11-08 01:42:00,48,40,web
ACT01692,VWR0206,MOV033,2025-09-12 21:48:00,96,80,SmartTV
ACT01693,VWR1278,MOV054,2025-06-21 22:18:00,79,66,iPhone
ACT01694,VWR0896,MOV006,2026-01-01 23:44:00,104,87,web
ACT01695,VWR0783,MOV050,2025-10-07 22:11:00,22,19,iphone
ACT01696,VWR1322,MOV001,2025-12-25 00:06:00,106,89,smart tv
ACT01697,VWR1387,MOV004,2025-08-25 07:39:00,28,24,android
ACT01698,VWR0442,MOV020,2025-03-19 20:26:00,73,61,SmartTV
ACT01699,VWR1141,MOV049,2025-11-10 23:26:00,15,13,web
ACT01700,VWR1484,MOV028,2025-01-06 00:57:00,96,80,android
ACT01701,VWR1253,MOV015,2025-04-27 06:22:00,114,95,iPhone
ACT01702,VWR1463,MOV057,2025-08-19 19:40:00,60,50,Desktop
ACT01703,VWR0922,MOV039,2025-07-28 19:40:00,44,37,web
ACT01704,VWR0795,MOV027,2025-11-28 19:31:00,103,86,Mobile
ACT01705,VWR0402,MOV029,2025-09-12 22:23:00,39,33,SmartTV
ACT01706,VWR0565,MOV029,2025-06-07 18:10:00,51,43,SmartTV
ACT01707,VWR1145,MOV053,2025-07-28 21:29:00,66,55,Mobile
ACT01708,VWR1321,MOV037,2025-04-18 18:29:00,102,85,Mobile
ACT01709,VWR1285,MOV009,2025-09-21 15:18:00,39,33,smart tv
ACT01710,VWR0400,MOV004,2025-09-21 21:14:00,50,42,SmartTV
ACT01711,VWR1219,MOV019,2025-04-12 23:05:00,56,47,smart tv
ACT01712,VWR0865,MOV015,2025-01-15 22:03:00,114,95,iPhone
ACT01713,VWR0507,MOV045,2025-10-23 20:38:00,117,98,Desktop
ACT01714,VWR1302,MOV007,2025-10-11 20:50:00,56,47,Desktop
ACT01715,VWR0639,MOV042,2025-09-01 11:48:00,150,105,android
ACT01716,VWR1454,MOV017,2026-01-01 04:17:00,105,88,Desktop
ACT01717,VWR1197,MOV004,2025-06-08 11:38:00,116,97,android
ACT01718,VWR0802,MOV059,2025-02-27 20:56:00,42,35,SmartTV
ACT01719,VWR0119,MOV001,2025-01-21 03:49:00,82,69,Desktop
ACT01720,VWR0418,MOV002,2025-04-30 19:22:00,100,84,smart tv
ACT01721,VWR0056,MOV015,2025-03-06 08:07:00,112,94,SmartTV
ACT01722,VWR0194,MOV010,2025-03-31 21:06:00,96,80,android
ACT01723,VWR0118,MOV010,2025-02-01 17:04:00,67,56,Desktop
ACT01724,VWR0720,MOV017,2025-11-07 00:37:00,110,92,iPhone
ACT01725,VWR0404,MOV049,2025-11-01 19:14:00,96,80,iPhone
ACT01726,VWR0187,MOV035,2025-11-17 16:35:00,110,92,iphone
ACT01727,VWR1326,MOV024,2025-01-13 21:36:00,44,37,iphone
ACT01728,VWR0557,MOV052,2025-11-07 10:09:00,96,80,android
ACT01729,VWR1246,MOV018,2025-06-04 23:39:00,112,94,android
ACT01730,VWR0146,MOV054,2025-10-09 20:26:00,34,29,web
ACT01731,VWR0757,MOV035,2025-04-26 03:56:00,105,88,Mobile
ACT01732,VWR1352,MOV002,2025-12-21 19:32:00,117,98,web
ACT01733,VWR0579,MOV054,2025-04-02 22:02:00,68,57,iPhone
ACT01734,VWR0754,MOV045,2025-06-09 18:58:00,120,100,android
ACT01735,VWR0699,MOV036,2025-03-31 21:29:00,39,33,iPhone
ACT01736,VWR0152,MOV046,2025-02-17 23:30:00,54,45,SmartTV
ACT01737,VWR0912,MOV050,2025-05-28 22:09:00,105,88,iPhone
ACT01738,VWR0359,MOV049,2025-12-04 02:05:00,116,97,SmartTV
ACT01739,VWR0363,MOV056,2025-01-05 14:09:00,102,85,android
ACT01740,VWR0998,MOV035,2025-01-14 23:36:00,93,78,smart tv
ACT01741,VWR0938,MOV025,2025-04-05 04:59:00,26,22,smart tv
ACT01742,VWR0165,MOV042,2025-02-03 19:10:00,106,89,iphone
ACT01743,VWR1473,MOV015,2025-03-20 19:06:00,104,87,iphone
ACT01744,VWR0601,MOV024,2025-01-30 22:49:00,24,20,android
ACT01745,VWR1356,MOV025,2025-06-30 19:12:00,120,100,SmartTV
ACT01746,VWR0366,MOV028,2025-10-27 18:59:00,110,92,iphone
ACT01747,VWR1432,MOV040,2025-07-16 14:44:00,92,77,Mobile
ACT01748,VWR0070,MOV004,2025-04-14 12:36:00,106,89,iPhone
ACT01749,VWR1363,MOV013,2025-03-04 21:02:00,104,87,Mobile
ACT01750,VWR0460,MOV001,2025-02-27 21:58:00,115,96,iphone
ACT01751,VWR0400,MOV047,2025-07-14 18:26:00,39,33,android
ACT01752,VWR0533,MOV021,2025-04-29 07:38:00,97,81,Mobile
ACT01753,VWR0568,MOV017,2025-04-09 20:56:00,112,94,smart tv
ACT01754,VWR0162,MOV045,2025-12-04 13:24:00,98,82,web
ACT01755,VWR1140,MOV025,2025-12-07 23:03:00,78,65,iphone
ACT01756,VWR0707,MOV036,2025-07-09 19:00:00,81,68,iphone
ACT01757,VWR1093,MOV004,2025-11-09 18:25:00,110,92,android
