activity_id,viewer_id,movie_id,watch_date,watch_minutes,completion_rate,device_used
ACT02931,VWR0995,MOV050,2025-08-27 18:28:00,33,28,Mobile
ACT02932,VWR0013,MOV001,2025-10-14 04:00:00,99,83,Mobile
ACT02933,VWR0419,MOV040,2025-11-27 11:05:00,82,69,Smart TV
ACT02934,VWR1090,MOV047,2025-07-12 18:14:00,114,95,Mobile
ACT02935,VWR0784,MOV027,2025-01-08 03:40:00,43,36,Mobile
ACT02936,VWR0701,MOV017,2025-11-20 18:29:00,55,46,Mobile
ACT02937,VWR0056,MOV038,2025-05-03 10:38:00,27,23,Desktop
ACT02938,VWR0787,MOV050,2025-05-15 22:32:00,115,96,Smart TV
ACT02939,VWR0718,MOV025,2025-04-20 20:39:00,45,38,Smart TV
ACT02940,VWR1385,MOV056,2025-08-04 23:03:00,112,94,Smart TV
ACT02941,VWR1410,MOV046,2025-04-04 19:45:00,105,88,Mobile
ACT02942,VWR1363,MOV005,2025-02-11 23:10:00,72,60,Smart TV
ACT02943,VWR1135,MOV009,2025-07-20 23:29:00,31,26,Mobile
ACT02944,VWR1320,MOV012,2025-09-01 23:32:00,108,90,Mobile
ACT02945,VWR0718,MOV043,2025-08-15 17:48:00,91,76,Smart TV
ACT02946,VWR1106,MOV022,2025-07-19 20:30:00,88,74,Mobile
ACT02947,VWR1347,MOV026,2025-07-20 20:39:00,85,71,Mobile
ACT02948,VWR0891,MOV049,2025-03-15 10:26:00,15,13,Tablet
ACT02949,VWR0946,MOV057,2025-06-29 12:53:00,110,92,Desktop
ACT02950,VWR1325,MOV058,2025-07-19 17:05:00,104,87,Mobile
ACT02951,VWR1457,MOV001,2025-09-25 08:21:00,106,89,Mobile
ACT02952,VWR0261,MOV056,2025-10-24 18:23:00,69,58,Tablet
ACT02953,VWR1420,MOV003,2025-11-07 17:52:00,98,82,Mobile
ACT02954,VWR0023,MOV059,2025-04-18 13:00:00,72,60,Mobile
ACT02955,VWR0866,MOV046,2025-04-06 17:09:00,48,40,Desktop
ACT02956,VWR0199,MOV048,2025-03-02 20:39:00,72,60,Tablet
ACT02957,VWR1317,MOV060,2025-10-31 20:11:00,18,15,Mobile
ACT02958,VWR0506,MOV002,2025-01-10 23:19:00,31,26,Smart TV
ACT02959,VWR0336,MOV050,2025-02-14 17:40:00,63,53,Mobile
ACT02960,VWR1481,MOV021,2025-01-13 23:01:00,111,93,Mobile
ACT02961,VWR0750,MOV035,2025-01-29 23:18:00,100,84,Smart TV
ACT02962,VWR0878,MOV030,2025-10-22 17:23:00,30,25,Desktop
ACT02963,VWR0287,MOV059,2025-07-21 22:30:00,44,37,Desktop
ACT02964,VWR0051,MOV028,2025-06-22 18:18:00,90,75,Desktop
ACT02965,VWR1226,MOV059,2025-09-29 20:13:00,30,25,Desktop
ACT02966,VWR0565,MOV028,2025-01-25 06:31:00,108,90,Smart TV
ACT02967,VWR0026,MOV001,2025-11-06 06:12:00,118,99,Desktop
ACT02968,VWR0624,MOV043,2025-11-16 21:45:00,52,44,Mobile
ACT02969,VWR0626,MOV044,2025-10-23 21:59:00,25,21,Desktop
ACT02970,VWR0261,MOV058,2025-10-11 19:06:00,28,24,Tablet
ACT02971,VWR0034,MOV056,2025-05-21 17:47:00,88,74,Mobile
ACT02972,VWR1217,MOV038,2025-10-28 18:49:00,34,29,Mobile
ACT02973,VWR0151,MOV001,2025-06-29 18:18:00,97,81,Mobile
ACT02974,VWR0537,MOV025,2025-03-06 05:31:00,26,22,Desktop
ACT02975,VWR0496,MOV019,2025-04-25 19:59:00,58,49,Tablet
ACT02976,VWR0217,MOV011,2025-08-26 01:41:00,88,74,Smart TV
ACT02977,VWR0166,MOV037,2025-07-23 04:26:00,25,21,Smart TV
ACT02978,VWR1224,MOV052,2025-10-13 22:12:00,111,93,Tablet
ACT02979,VWR1178,MOV021,2025-06-13 18:31:00,24,20,Desktop
ACT02980,VWR0771,MOV008,2025-01-04 20:45:00,60,50,Smart TV
ACT02981,VWR0091,MOV008,2025-03-20 22:33:00,13,11,Mobile
ACT02982,VWR1425,MOV031,2025-03-07 20:37:00,69,58,Smart TV
ACT02983,VWR1189,MOV046,2025-02-01 05:01:00,34,29,Tablet
ACT02984,VWR0016,MOV008,2025-02-27 05:45:00,52,44,Mobile
ACT02985,VWR1112,MOV010,2025-11-03 18:04:00,26,22,Desktop
ACT02986,VWR0836,MOV026,2025-07-27 20:13:00,54,45,Mobile
ACT02987,VWR0618,MOV025,2025-04-12 22:01:00,82,69,Smart TV
ACT02988,VWR0870,MOV006,2025-11-25 01:21:00,114,95,Tablet
ACT02989,VWR0469,MOV032,2025-11-15 22:53:00,46,39,Desktop
ACT02990,VWR1189,MOV020,2025-02-14 00:08:00,110,92,Tablet
ACT02991,VWR1349,MOV046,2025-01-19 16:43:00,34,29,Tablet
ACT02992,VWR0356,MOV015,2025-07-22 21:51:00,58,49,Desktop
ACT02993,VWR0918,MOV020,2025-01-06 23:02:00,110,92,Desktop
ACT02994,VWR0308,MOV040,2025-01-02 22:25:00,14,12,Tablet
ACT02995,VWR0045,MOV021,2025-12-16 11:42:00,37,31,Smart TV
ACT02996,VWR0218,MOV016,2025-09-28 08:21:00,80,67,Tablet
ACT02997,VWR1009,MOV021,2025-01-27 19:09:00,88,74,Smart TV
ACT02998,VWR1144,MOV008,2025-01-09 08:07:00,42,35,Desktop
ACT02999,VWR0616,MOV037,2025-09-02 18:16:00,63,53,Desktop
ACT03000,VWR0408,MOV017,2025-07-01 05:19:00,64,54,Desktop
ACT03001,VWR0209,MOV038,2025-09-07 22:41:00,43,36,Desktop
ACT03002,VWR0759,MOV057,2025-03-02 18:35:00,108,90,Tablet
ACT03003,VWR0054,MOV039,2025-09-26 21:25:00,31,26,Tablet
ACT03004,VWR0165,MOV017,2025-08-21 23:19:00,116,97,Tablet
ACT03005,VWR0371,MOV055,2025-08-29 23:47:00,115,96,Smart TV
ACT03006,VWR0399,MOV052,2025-11-28 19:44:00,116,97,Mobile
ACT03007,VWR0032,MOV022,2025-07-30 18:17:00,114,95,Mobile
ACT03008,VWR0464,MOV029,2025-10-16 17:04:00,12,10,Mobile
ACT03009,VWR0236,MOV054,2025-11-07 03:17:00,103,86,Smart TV
ACT03010,VWR1016,MOV050,2025-09-21 10:15:00,92,77,Desktop
ACT03011,VWR0931,MOV003,2025-11-10 22:04:00,21,18,Desktop
ACT03012,VWR0306,MOV028,2025-06-24 23:17:00,52,44,Tablet
ACT03013,VWR1476,MOV016,2025-03-21 10:23:00,90,75,Desktop
ACT03014,VWR0693,MOV023,2025-04-02 21:52:00,64,54,Tablet
ACT03015,VWR1274,MOV035,2025-10-02 21:36:00,36,30,Tablet
ACT03016,VWR1110,MOV004,2025-04-28 23:22:00,24,20,Desktop
ACT03017,VWR1162,MOV059,2025-03-01 18:12:00,56,47,Smart TV
ACT03018,VWR0419,MOV032,2025-10-21 09:47:00,103,86,Smart TV
ACT03019,VWR0841,MOV016,2025-04-20 18:45:00,94,79,Smart TV
ACT03020,VWR0518,MOV002,2025-09-24 20:45:00,36,30,Smart TV
ACT03021,VWR0015,MOV045,2025-10-21 21:31:00,63,53,Desktop
ACT03022,VWR0769,MOV017,2025-01-13 19:38:00,38,32,Tablet
ACT03023,VWR1011,MOV023,2025-12-10 11:22:00,112,94,Mobile
ACT03024,VWR0305,MOV005,2025-02-13 12:49:00,62,52,Tablet
ACT03025,VWR1107,MOV003,2025-01-20 22:34:00,118,99,Tablet
ACT03026,VWR0181,MOV005,2025-10-23 13:39:00,30,25,Tablet
ACT03027,VWR0966,MOV039,2025-02-01 09:42:00,64,54,Desktop
ACT03028,VWR0726,MOV060,2025-07-29 22:55:00,34,29,Tablet
ACT03029,VWR1332,MOV038,2025-01-06 19:02:00,52,44,Desktop
ACT03030,VWR1046,MOV059,2025-08-29 16:04:00,51,43,Smart TV
ACT03031,VWR1033,MOV039,2025-03-28 04:14:00,37,31,Smart TV
ACT03032,VWR1060,MOV032,2025-10-17 10:53:00,99,83,Mobile
ACT03033,VWR1067,MOV003,2025-11-09 23:42:00,78,65,Desktop
ACT03034,VWR1043,MOV006,2025-10-13 17:55:00,62,52,Mobile
ACT03035,VWR0301,MOV043,2025-02-03 15:09:00,74,62,Smart TV
ACT03036,VWR0993,MOV044,2025-07-12 06:21:00,76,64,Smart TV
ACT03037,VWR0055,MOV046,2025-01-07 20:17:00,105,88,Desktop
ACT03038,VWR1236,MOV007,2025-03-13 01:33:00,73,61,Mobile
ACT03039,VWR0397,MOV050,2025-12-18 04:41:00,93,78,Smart TV
ACT03040,VWR0435,MOV004,2025-07-07 23:25:00,43,36,Smart TV
ACT03041,VWR1201,MOV022,2025-08-25 20:12:00,108,90,Mobile
ACT03042,VWR0347,MOV025,2025-02-24 23:19:00,20,17,Mobile
ACT03043,VWR0049,MOV019,2025-08-23 23:12:00,37,31,Mobile
ACT03044,VWR1242,MOV001,2025-02-20 03:51:00,103,86,Tablet
ACT03045,VWR0952,MOV002,2025-10-15 08:49:00,38,32,Mobile
ACT03046,VWR0899,MOV049,2025-12-08 18:00:00,30,25,Mobile
ACT03047,VWR0489,MOV029,2025-03-05 19:45:00,64,54,Smart TV
ACT03048,VWR1022,MOV058,2025-01-21 22:52:00,98,82,Smart TV
ACT03049,VWR0854,MOV049,2025-03-25 16:42:00,105,88,Smart TV
ACT03050,VWR0101,MOV058,2025-11-14 18:15:00,45,38,Smart TV
ACT03051,VWR1144,MOV043,2025-01-24 05:26:00,20,17,Desktop
ACT03052,VWR0746,MOV047,2025-12-09 19:00:00,40,34,Desktop
ACT03053,VWR1426,MOV049,2025-04-25 17:51:00,66,55,Mobile
ACT03054,VWR0137,MOV059,2025-04-12 22:29:00,109,91,Tablet
ACT03055,VWR1186,MOV003,2025-06-16 18:25:00,22,19,Mobile
ACT03056,VWR0198,MOV023,2025-05-03 01:33:00,30,25,Smart TV
ACT03057,VWR0354,MOV037,2025-08-01 03:06:00,18,15,Mobile
ACT03058,VWR1086,MOV037,2025-10-23 04:19:00,62,52,Desktop
ACT03059,VWR0439,MOV017,2025-08-30 18:58:00,40,34,Mobile
ACT03060,VWR0220,MOV040,2025-03-12 22:05:00,26,22,Smart TV
ACT03061,VWR0286,MOV030,2025-11-10 21:13:00,73,61,Smart TV
ACT03062,VWR1383,MOV022,2025-12-04 07:15:00,118,99,Mobile
ACT03063,VWR1096,MOV007,2025-01-22 14:46:00,98,82,Mobile
ACT03064,VWR1325,MOV021,2025-08-28 04:21:00,96,80,Mobile
ACT03065,VWR0209,MOV036,2025-05-25 18:20:00,82,69,Desktop
ACT03066,VWR1306,MOV057,2025-06-12 19:35:00,110,92,Tablet
ACT03067,VWR0566,MOV052,2025-06-27 22:10:00,79,66,Tablet
ACT03068,VWR1206,MOV058,2025-07-16 06:20:00,80,67,Smart TV
ACT03069,VWR0558,MOV050,2025-06-11 23:24:00,54,45,Smart TV
ACT03070,VWR0506,MOV026,2025-05-20 23:21:00,97,81,Smart TV
ACT03071,VWR0635,MOV040,2025-12-15 01:58:00,57,48,Mobile
ACT03072,VWR0833,MOV044,2025-03-19 18:55:00,21,18,Mobile
ACT03073,VWR0297,MOV010,2025-12-26 21:36:00,40,34,Tablet
ACT03074,VWR1068,MOV001,2025-06-10 17:37:00,81,68,Mobile
ACT03075,VWR1221,MOV052,2025-03-03 22:19:00,18,15,Mobile
ACT03076,VWR1109,MOV039,2025-10-29 19:38:00,84,70,Desktop
ACT03077,VWR1161,MOV002,2025-11-14 17:35:00,85,71,Tablet
ACT03078,VWR0154,MOV004,2025-05-15 09:07:00,94,79,Smart TV
ACT03079,VWR0393,MOV047,2025-12-19 21:33:00,103,86,Mobile
ACT03080,VWR0585,MOV060,2025-09-27 21:47:00,106,89,Mobile
ACT03081,VWR0979,MOV038,2025-04-05 05:18:00,56,47,Mobile
ACT03082,VWR1423,MOV008,2025-10-02 06:27:00,38,32,Desktop
ACT03083,VWR0064,MOV048,2025-12-09 23:53:00,92,77,Tablet
ACT03084,VWR0451,MOV055,2025-11-20 19:45:00,21,18,Desktop
ACT03085,VWR1312,MOV047,2025-08-08 23:40:00,63,53,Smart TV
ACT03086,VWR0870,MOV042,2025-11-29 20:07:00,34,29,Tablet
ACT03087,VWR0846,MOV043,2025-05-15 19:33:00,74,62,Desktop
ACT03088,VWR0736,MOV033,2025-12-06 19:22:00,48,40,Smart TV
ACT03089,VWR0416,MOV036,2025-12-13 21:59:00,84,70,Tablet
ACT03090,VWR0969,MOV060,2025-06-15 22:22:00,91,76,Desktop
ACT03091,VWR1281,MOV001,2025-09-14 23:33:00,111,93,Smart TV
ACT03092,VWR0412,MOV058,2025-10-26 17:01:00,20,17,Tablet
ACT03093,VWR0297,MOV017,2025-02-25 07:59:00,110,92,Tablet
ACT03094,VWR0469,MOV046,2025-03-16 14:33:00,116,97,Desktop
ACT03095,VWR1136,MOV053,2025-04-19 21:54:00,21,18,Desktop
ACT03096,VWR0029,MOV008,2025-09-10 20:31:00,21,18,Desktop
ACT03097,VWR0860,MOV034,2025-07-14 17:50:00,103,86,Mobile
ACT03098,VWR1445,MOV040,2025-08-12 15:45:00,27,23,Tablet
ACT03099,VWR0338,MOV005,2025-05-05 05:23:00,54,45,Tablet
ACT03100,VWR1435,MOV041,2025-08-21 19:43:00,70,59,Smart TV
ACT03101,VWR0168,MOV002,2025-05-12 10:09:00,54,45,Mobile
ACT03102,VWR1315,MOV033,2025-08-19 17:37:00,75,63,Desktop
ACT03103,VWR1378,MOV028,2025-12-14 23:29:00,18,15,Mobile
ACT03104,VWR0143,MOV029,2025-01-11 18:09:00,106,89,Mobile
ACT03105,VWR1250,MOV047,2025-03-11 17:32:00,61,51,Tablet
ACT03106,VWR1266,MOV009,2025-06-13 23:44:00,116,97,Desktop
ACT03107,VWR0414,MOV038,2025-10-31 12:22:00,92,77,Desktop
ACT03108,VWR0956,MOV041,2025-01-16 18:23:00,103,86,Mobile
ACT03109,VWR0673,MOV022,2025-04-13 23:21:00,100,84,Tablet
ACT03110,VWR1026,MOV059,2025-02-02 01:24:00,36,30,Tablet
ACT03111,VWR1319,MOV028,2025-01-12 19:10:00,70,59,Desktop
ACT03112,VWR0597,MOV040,2025-03-22 17:52:00,62,52,Smart TV
ACT03113,VWR1247,MOV057,2025-01-01 23:36:00,42,35,Desktop
ACT03114,VWR0475,MOV059,2025-08-15 21:25:00,96,80,Desktop
ACT03115,VWR0288,MOV012,2025-11-22 11:51:00,99,83,Smart TV
ACT03116,VWR1155,MOV048,2025-03-27 22:32:00,20,17,Desktop
ACT03117,VWR0780,MOV058,2025-12-03 21:20:00,15,13,Smart TV
ACT03118,VWR0648,MOV014,2025-08-26 14:19:00,58,49,Tablet
ACT03119,VWR0660,MOV008,2025-11-16 03:45:00,117,98,Smart TV
ACT03120,VWR0470,MOV051,2025-01-21 04:30:00,76,64,Mobile
ACT03121,VWR0890,MOV043,2025-01-04 17:46:00,70,59,Mobile
ACT03122,VWR1074,MOV042,2025-03-21 23:54:00,114,95,Mobile
ACT03123,VWR1417,MOV030,2025-08-12 20:55:00,87,73,Mobile
ACT03124,VWR0093,MOV059,2025-02-03 17:15:00,16,14,Tablet
ACT03125,VWR0093,MOV050,2025-09-11 04:05:00,99,83,Tablet
ACT03126,VWR1499,MOV021,2025-11-28 22:55:00,96,80,Mobile
ACT03127,VWR1345,MOV029,2025-08-01 21:47:00,118,99,Tablet
ACT03128,VWR1309,MOV031,2025-05-19 22:48:00,24,20,Desktop
ACT03129,VWR0374,MOV017,2025-03-20 16:03:00,96,80,Mobile
ACT03130,VWR1018,MOV042,2025-05-03 12:02:00,88,74,Desktop
ACT03131,VWR0856,MOV039,2025-08-30 06:41:00,34,29,Desktop
ACT03132,VWR0139,MOV020,2025-07-13 21:57:00,109,91,Mobile
ACT03133,VWR0291,MOV036,2025-12-31 12:35:00,115,96,Smart TV
ACT03134,VWR0664,MOV022,2025-04-04 19:08:00,104,87,Mobile
ACT03135,VWR1479,MOV032,2025-06-26 21:14:00,90,75,Mobile
ACT03136,VWR0962,MOV052,2025-01-28 23:29:00,66,55,Tablet
ACT03137,VWR0601,MOV029,2025-06-15 23:29:00,109,91,Mobile
ACT03138,VWR0309,MOV004,2025-07-16 17:22:00,106,89,Mobile
ACT03139,VWR0712,MOV009,2025-09-26 19:49:00,115,96,Smart TV
ACT03140,VWR1054,MOV036,2025-11-26 22:33:00,51,43,Smart TV
ACT03141,VWR0747,MOV055,2025-07-23 01:39:00,104,87,Desktop
ACT03142,VWR0608,MOV056,2025-01-10 21:25:00,24,20,Desktop
ACT03143,VWR0187,MOV051,2025-03-28 09:39:00,120,100,Desktop
ACT03144,VWR0016,MOV020,2025-07-23 23:15:00,105,88,Mobile
ACT03145,VWR0225,MOV002,2025-07-14 18:25:00,38,32,Tablet
ACT03146,VWR0523,MOV025,2025-05-22 23:49:00,44,37,Smart TV
ACT03147,VWR1037,MOV013,2025-01-29 21:13:00,79,66,Desktop
ACT03148,VWR0467,MOV024,2025-10-24 18:32:00,66,55,Smart TV
ACT03149,VWR0203,MOV047,2025-09-24 20:06:00,72,60,Tablet
ACT03150,VWR1012,MOV060,2025-07-01 22:53:00,73,61,Mobile
ACT03151,VWR0782,MOV031,2025-12-29 23:16:00,78,65,Mobile
ACT03152,VWR0297,MOV013,2025-01-18 21:41:00,69,58,Tablet
ACT03153,VWR1339,MOV050,2025-11-17 22:27:00,114,95,Mobile
ACT03154,VWR0036,MOV001,2025-08-27 03:39:00,12,10,Mobile
ACT03155,VWR0414,MOV010,2025-08-04 19:02:00,62,52,Desktop
ACT03156,VWR0712,MOV033,2025-10-30 19:40:00,116,97,Smart TV
ACT03157,VWR0476,MOV060,2025-12-30 01:37:00,112,94,Smart TV
ACT03158,VWR0753,MOV051,2025-07-03 12:25:00,42,35,Desktop
ACT03159,VWR1211,MOV051,2025-08-12 21:03:00,108,90,Desktop
ACT03160,VWR0115,MOV036,2025-03-02 19:04:00,18,15,Tablet
ACT03161,VWR1205,MOV018,2025-01-25 20:43:00,88,74,Smart TV
ACT03162,VWR0540,MOV033,2025-04-25 17:51:00,62,52,Tablet
ACT03163,VWR0450,MOV016,2025-06-05 05:02:00,33,28,Smart TV
ACT03164,VWR0213,MOV048,2025-09-09 19:31:00,106,89,Desktop
ACT03165,VWR0702,MOV042,2025-07-24 23:23:00,108,90,Mobile
ACT03166,VWR0457,MOV027,2025-04-13 21:48:00,49,41,Mobile
ACT03167,VWR1298,MOV018,2025-05-13 21:19:00,102,85,Tablet
ACT03168,VWR1107,MOV025,2025-08-22 19:15:00,57,48,Tablet
ACT03169,VWR0570,MOV002,2025-05-25 10:24:00,115,96,Desktop
ACT03170,VWR0826,MOV037,2025-03-20 23:51:00,117,98,Mobile
ACT03171,VWR0685,MOV009,2025-06-25 22:44:00,52,44,Desktop
ACT03172,VWR1332,MOV052,2025-08-10 23:12:00,44,37,Desktop
ACT03173,VWR0311,MOV032,2025-03-19 17:20:00,16,14,Smart TV
ACT03174,VWR0557,MOV041,2025-02-09 22:24:00,81,68,Smart TV
ACT03175,VWR0320,MOV035,2025-06-05 22:53:00,42,35,Mobile
ACT03176,VWR0848,MOV021,2025-02-05 21:01:00,116,97,Mobile
ACT03177,VWR0456,MOV011,2025-04-23 17:05:00,22,19,Smart TV
ACT03178,VWR0646,MOV015,2025-08-13 03:50:00,85,71,Desktop
ACT03179,VWR0177,MOV009,2025-01-30 21:31:00,44,37,Tablet
ACT03180,VWR0945,MOV019,2025-12-21 11:21:00,103,86,Mobile
ACT03181,VWR0348,MOV037,2025-10-19 21:12:00,48,40,Smart TV
ACT03182,VWR1305,MOV010,2025-01-18 04:16:00,114,95,Mobile
ACT03183,VWR0537,MOV041,2025-11-02 21:53:00,61,51,Desktop
ACT03184,VWR0900,MOV059,2025-05-09 21:01:00,109,91,Desktop
ACT03185,VWR0343,MOV014,2025-12-15 22:24:00,60,50,Tablet
ACT03186,VWR1295,MOV036,2025-02-15 19:03:00,12,10,Smart TV
ACT03187,VWR0148,MOV052,2025-04-11 16:11:00,30,25,Smart TV
ACT03188,VWR1105,MOV035,2025-12-11 20:14:00,30,25,Smart TV
ACT03189,VWR0345,MOV044,2025-08-11 01:31:00,78,65,Desktop
ACT03190,VWR1322,MOV054,2025-05-16 21:44:00,108,90,Mobile
ACT03191,VWR0967,MOV023,2025-07-07 22:59:00,115,96,Smart TV
ACT03192,VWR1026,MOV022,2025-08-29 22:05:00,116,97,Tablet
ACT03193,VWR0199,MOV015,2025-11-09 10:31:00,22,19,Tablet
ACT03194,VWR1007,MOV012,2025-11-04 23:46:00,96,80,Mobile
ACT03195,VWR0561,MOV060,2025-02-22 14:39:00,44,37,Desktop
ACT03196,VWR0144,MOV049,2025-05-27 19:56:00,31,26,Mobile
ACT03197,VWR0568,MOV033,2025-11-14 08:02:00,106,89,Mobile
ACT03198,VWR0271,MOV051,2025-10-19 02:48:00,55,46,Smart TV
ACT03199,VWR0251,MOV022,2025-09-02 14:46:00,116,97,Mobile
ACT03200,VWR0995,MOV005,2025-04-09 23:30:00,87,73,Mobile
ACT03201,VWR1114,MOV027,2025-05-01 13:36:00,106,89,Desktop
ACT03202,VWR0908,MOV033,2025-10-31 17:10:00,105,88,Mobile
ACT03203,VWR0306,MOV043,2025-08-30 09:25:00,67,56,Tablet
ACT03204,VWR0523,MOV031,2025-09-23 04:00:00,50,42,Smart TV
ACT03205,VWR1310,MOV027,2025-06-05 01:32:00,100,84,Desktop
ACT03206,VWR0614,MOV012,2025-08-19 06:55:00,97,81,Mobile
ACT03207,VWR0169,MOV004,2025-05-16 20:06:00,102,85,Desktop
ACT03208,VWR0352,MOV037,2025-09-01 21:04:00,60,50,Mobile
ACT03209,VWR1357,MOV017,2025-11-03 22:38:00,13,11,Tablet
ACT03210,VWR0674,MOV039,2025-10-29 08:55:00,79,66,Desktop
ACT03211,VWR0790,MOV002,2025-10-27 12:36:00,98,82,Tablet
ACT03212,VWR1302,MOV015,2025-05-24 23:14:00,16,14,Desktop
ACT03213,VWR0426,MOV001,2025-01-18 19:20:00,112,94,Mobile
ACT03214,VWR1148,MOV031,2025-04-10 20:09:00,16,14,Smart TV
ACT03215,VWR0870,MOV029,2025-07-26 22:26:00,81,68,Tablet
ACT03216,VWR0892,MOV035,2025-09-30 22:39:00,93,78,Tablet
ACT03217,VWR0505,MOV042,2025-02-09 22:05:00,104,87,Mobile
ACT03218,VWR0853,MOV012,2025-10-20 21:46:00,84,70,Tablet
ACT03219,VWR0616,MOV028,2025-02-22 06:02:00,108,90,Desktop
ACT03220,VWR0270,MOV014,2025-10-23 20:38:00,12,10,Desktop
ACT03221,VWR0609,MOV036,2025-05-08 22:43:00,25,21,Mobile
ACT03222,VWR0522,MOV034,2025-12-04 03:10:00,110,92,Tablet
ACT03223,VWR0562,MOV018,2025-11-06 22:46:00,46,39,Mobile
ACT03224,VWR0820,MOV022,2025-06-07 23:03:00,110,92,Mobile
ACT03225,VWR1238,MOV001,2025-08-09 20:18:00,42,35,Smart TV
ACT03226,VWR0779,MOV050,2025-07-16 22:42:00,115,96,Mobile
ACT03227,VWR0349,MOV012,2025-07-02 15:25:00,118,99,Mobile
ACT03228,VWR1291,MOV022,2025-09-26 19:22:00,68,57,Mobile
ACT03229,VWR0136,MOV008,2025-01-22 23:42:00,37,31,Mobile
ACT03230,VWR0027,MOV057,2025-04-22 21:03:00,81,68,Smart TV
ACT03231,VWR1381,MOV005,2025-08-09 10:56:00,112,94,Smart TV
ACT03232,VWR1441,MOV028,2025-02-11 23:09:00,105,88,Mobile
ACT03233,VWR1113,MOV020,2025-11-22 17:23:00,85,71,Tablet
ACT03234,VWR1498,MOV020,2025-06-20 21:42:00,111,93,Tablet
ACT03235,VWR0392,MOV010,2025-05-04 23:50:00,12,10,Tablet
ACT03236,VWR0203,MOV047,2025-01-17 23:28:00,50,42,Tablet
ACT03237,VWR1346,MOV051,2025-12-10 21:44:00,55,46,Tablet
ACT03238,VWR1232,MOV014,2025-01-10 05:29:00,118,99,Desktop
ACT03239,VWR1115,MOV054,2025-10-11 14:36:00,39,33,Tablet
ACT03240,VWR0625,MOV031,2025-03-26 18:37:00,48,40,Tablet
ACT03241,VWR0436,MOV031,2025-05-01 22:50:00,96,80,Tablet
ACT03242,VWR1423,MOV002,2025-02-18 17:48:00,16,14,Desktop
ACT03243,VWR0606,MOV018,2025-01-16 21:57:00,120,100,Desktop
ACT03244,VWR1401,MOV028,2025-10-12 23:54:00,70,59,Tablet
ACT03245,VWR1161,MOV041,2025-03-07 18:11:00,84,70,Tablet
ACT03246,VWR0277,MOV022,2025-12-05 23:59:00,18,15,Desktop
ACT03247,VWR0517,MOV029,2025-08-16 00:12:00,30,25,Desktop
ACT03248,VWR0329,MOV028,2025-11-07 19:22:00,112,94,Smart TV
ACT03249,VWR0578,MOV044,2025-08-24 21:17:00,14,12,Desktop
ACT03250,VWR0651,MOV047,2025-02-28 10:34:00,19,16,Smart TV
ACT03251,VWR1295,MOV015,2025-11-27 23:46:00,80,67,Smart TV
ACT03252,VWR0861,MOV029,2025-08-23 18:38:00,103,86,Mobile
ACT03253,VWR0340,MOV052,2025-05-23 21:19:00,36,30,Desktop
ACT03254,VWR0962,MOV024,2025-02-28 07:05:00,82,69,Tablet
ACT03255,VWR0026,MOV055,2025-07-13 23:30:00,100,84,Desktop
ACT03256,VWR0477,MOV042,2025-06-02 22:43:00,112,94,Desktop
ACT03257,VWR0528,MOV019,2025-08-01 08:31:00,49,41,Mobile
ACT03258,VWR1144,MOV013,2025-08-21 20:17:00,112,94,Desktop
ACT03259,VWR1325,MOV004,2025-04-17 00:59:00,115,96,Mobile
ACT03260,VWR1403,MOV036,2026-01-01 00:28:00,78,65,Mobile
ACT03261,VWR0886,MOV014,2025-04-12 18:41:00,39,33,Desktop
ACT03262,VWR0387,MOV060,2025-10-28 23:42:00,68,57,Mobile
ACT03263,VWR0795,MOV055,2025-11-22 22:47:00,12,10,Smart TV
ACT03264,VWR0265,MOV020,2025-04-28 21:37:00,61,51,Smart TV
ACT03265,VWR0209,MOV029,2025-05-01 12:08:00,76,64,Desktop
ACT03266,VWR0496,MOV059,2025-05-11 20:55:00,94,79,Tablet
ACT03267,VWR0865,MOV030,2025-10-20 21:01:00,28,24,Desktop
ACT03268,VWR0063,MOV040,2025-10-04 20:05:00,39,33,Desktop
ACT03269,VWR0376,MOV002,2025-11-16 09:53:00,32,27,Tablet
ACT03270,VWR1170,MOV060,2025-07-24 22:10:00,60,50,Tablet
ACT03271,VWR1271,MOV030,2025-11-27 22:14:00,94,79,Tablet
ACT03272,VWR1235,MOV039,2025-02-09 08:37:00,28,24,Desktop
ACT03273,VWR0418,MOV001,2025-05-31 20:36:00,44,37,Tablet
ACT03274,VWR1222,MOV044,2025-11-29 21:13:00,112,94,Desktop
ACT03275,VWR0819,MOV023,2025-11-14 22:10:00,97,81,Smart TV
ACT03276,VWR0353,MOV004,2025-07-11 23:18:00,85,71,Desktop
ACT03277,VWR1377,MOV033,2025-01-24 23:42:00,26,22,Desktop
ACT03278,VWR0649,MOV032,2025-11-13 10:36:00,69,58,Mobile
ACT03279,VWR1331,MOV019,2025-03-24 22:02:00,97,81,Mobile
ACT03280,VWR0998,MOV035,2025-11-22 18:35:00,32,27,Tablet
ACT03281,VWR0121,MOV055,2025-01-27 22:21:00,43,36,Smart TV
ACT03282,VWR0535,MOV036,2025-04-27 17:10:00,79,66,Smart TV
ACT03283,VWR0853,MOV056,2025-01-02 21:28:00,13,11,Tablet
ACT03284,VWR0789,MOV020,2025-05-28 14:54:00,22,19,Tablet
ACT03285,VWR0830,MOV030,2025-03-29 08:17:00,51,43,Mobile
ACT03286,VWR0195,MOV006,2025-05-29 21:39:00,97,81,Desktop
